,x,y
0,"tensor([-0.5172, -0.4286, -0.3399, -0.2512, -0.1626, -0.0739,  0.0148,  0.1034,
         0.1921,  0.2808,  0.3695,  0.4581,  0.5468,  0.6355,  0.7241])","tensor([[2714.8438],
        [2723.9990],
        [2436.5234],
        [2471.3135],
        [2138.6719],
        [2028.5034],
        [1818.5425],
        [1547.8516],
        [1417.8467],
        [1079.7119],
        [1138.3057],
        [ 651.2451],
        [ 786.1328],
        [ 315.8569],
        [ 502.0142]])"
1,"tensor([-1.2857e+00, -1.1020e+00, -9.1837e-01, -7.3469e-01, -5.5102e-01,
        -3.6735e-01, -1.8367e-01,  2.7756e-17,  1.8367e-01,  3.6735e-01,
         5.5102e-01,  7.3469e-01,  9.1837e-01,  1.1020e+00,  1.2857e+00])","tensor([[2.6108e+03],
        [1.1115e+03],
        [2.5610e+03],
        [1.3184e+02],
        [9.1949e+02],
        [4.8828e+00],
        [1.7700e+01],
        [0.0000e+00],
        [4.8828e+00],
        [2.4414e+00],
        [4.8828e+00],
        [4.8828e+00],
        [4.8828e+00],
        [3.3569e+00],
        [0.0000e+00]])"
2,"tensor([17.1429, 18.9796, 20.8163, 22.6531, 24.4898, 26.3265, 28.1633, 30.0000,
        31.8367, 33.6735, 35.5102, 37.3469, 39.1837, 41.0204, 42.8571])","tensor([[2859.4971],
        [2746.5820],
        [2965.3931],
        [2505.4932],
        [2860.1074],
        [2197.2656],
        [2596.4355],
        [1977.8442],
        [2240.2954],
        [1732.7881],
        [1682.1289],
        [1413.2690],
        [1157.5317],
        [ 466.9189],
        [ 728.1494]])"
3,"tensor([ 8.5714, 10.4082, 12.2449, 14.0816, 15.9184, 17.7551, 19.5918, 21.4286,
        23.2653, 25.1020, 26.9388, 28.7755, 30.6122, 32.4490, 34.2857])","tensor([[2872.3145],
        [1652.8320],
        [2189.6362],
        [ 960.9985],
        [1048.5840],
        [ 664.0625],
        [ 667.7246],
        [ 483.3984],
        [ 463.8672],
        [ 380.8594],
        [ 356.4453],
        [ 302.7344],
        [ 293.5791],
        [ 279.8462],
        [ 253.9062]])"
4,"tensor([-14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714,  34.6939,  40.8163,  46.9388,  53.0612,  59.1837,  65.3061,
         71.4286])","tensor([[2855.2246],
        [2849.7314],
        [2820.1294],
        [2772.2168],
        [2793.5791],
        [2808.5327],
        [2798.1567],
        [2822.8760],
        [2803.3447],
        [2805.1758],
        [2828.6743],
        [2841.7969],
        [2786.2549],
        [2756.9580],
        [2684.0210]])"
5,"tensor([-57.1429, -51.0204, -44.8980, -38.7755, -32.6531, -26.5306, -20.4082,
        -14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714])","tensor([[2738.0371],
        [2739.5630],
        [2666.3208],
        [2527.4658],
        [2553.7109],
        [2243.6523],
        [2291.2598],
        [1866.4551],
        [2005.0049],
        [1423.9502],
        [1658.3252],
        [1071.4722],
        [1229.2480],
        [ 734.8633],
        [ 470.2759]])"
6,"tensor([ 8.5714, 10.4082, 12.2449, 14.0816, 15.9184, 17.7551, 19.5918, 21.4286,
        23.2653, 25.1020, 26.9388, 28.7755, 30.6122, 32.4490, 34.2857])","tensor([[2879.3335],
        [ 756.8359],
        [ 870.3613],
        [ 424.8047],
        [ 443.1152],
        [ 302.7344],
        [ 288.0859],
        [ 229.4922],
        [ 209.9609],
        [ 185.5469],
        [ 170.8984],
        [ 158.6914],
        [ 140.6860],
        [ 141.6016],
        [ 126.9531]])"
7,"tensor([25.7143, 27.5510, 29.3878, 31.2245, 33.0612, 34.8980, 36.7347, 38.5714,
        40.4082, 42.2449, 44.0816, 45.9184, 47.7551, 49.5918, 51.4286])","tensor([[2905.8838],
        [2849.4263],
        [2919.9219],
        [2625.7324],
        [2706.2988],
        [2031.5552],
        [1965.6372],
        [1565.8569],
        [1546.0205],
        [1246.6431],
        [1311.6455],
        [1038.5132],
        [1142.5781],
        [ 881.6528],
        [1060.7910]])"
8,"tensor([-28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429])","tensor([[2943.1152],
        [2922.6685],
        [2829.5898],
        [2789.0015],
        [2722.4731],
        [2782.5928],
        [2796.0205],
        [2832.6416],
        [2820.4346],
        [2821.0449],
        [2811.2793],
        [2865.2954],
        [2869.8730],
        [2952.8809],
        [2976.9897]])"
9,"tensor([-14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714,  34.6939,  40.8163,  46.9388,  53.0612,  59.1837,  65.3061,
         71.4286])","tensor([[2957.1533],
        [2905.2734],
        [2819.2139],
        [2891.5405],
        [2871.7041],
        [2861.3281],
        [2846.6797],
        [2841.7969],
        [2840.5762],
        [2843.6279],
        [2924.8047],
        [2907.1045],
        [2865.9058],
        [2841.7969],
        [2749.6338]])"
