,x,y
0,"tensor([379.3103, 394.0887, 408.8670, 423.6453, 438.4236, 453.2020, 467.9803,
        482.7586, 497.5369, 512.3153, 527.0936, 541.8719, 556.6502, 571.4286,
        586.2069])","tensor([[1674.7742],
        [ 215.7898],
        [ 172.8516],
        [ 208.7402],
        [ 179.1687],
        [ 275.5737],
        [ 225.9521],
        [ 238.1592],
        [ 174.0723],
        [ 356.1096],
        [ 171.4478],
        [ 295.5933],
        [ 140.0757],
        [  84.2285],
        [  89.6301]])"
1,"tensor([285.7143, 316.3265, 346.9388, 377.5510, 408.1633, 438.7755, 469.3878,
        500.0000, 530.6122, 561.2245, 591.8367, 622.4490, 653.0612, 683.6735,
        714.2857])","tensor([[177.7039],
        [180.3284],
        [189.9414],
        [181.1523],
        [220.0317],
        [184.1125],
        [214.5996],
        [168.7622],
        [231.2012],
        [151.3367],
        [246.3989],
        [148.7732],
        [293.4875],
        [199.4019],
        [310.3027]])"
2,"tensor([285.7143, 316.3265, 346.9388, 377.5510, 408.1633, 438.7755, 469.3878,
        500.0000, 530.6122, 561.2245, 591.8367, 622.4490, 653.0612, 683.6735,
        714.2857])","tensor([[ 282.7148],
        [ 169.7388],
        [ 229.6143],
        [ 127.6855],
        [ 226.5625],
        [ 162.7197],
        [ 545.3186],
        [ 379.0283],
        [ 663.1470],
        [ 268.8904],
        [1229.0039],
        [ 172.3633],
        [ 771.4844],
        [ 305.9692],
        [ 745.3003]])"
3,"tensor([231.2500, 233.6286, 236.0071, 238.3857, 240.7643, 243.1429, 245.5214,
        247.9000, 250.2786, 252.6571, 255.0357, 257.4143, 259.7929, 262.1714,
        264.5500])","tensor([[1975.8911],
        [ 185.7605],
        [ 195.7397],
        [ 189.2090],
        [ 192.0166],
        [ 179.6570],
        [ 189.8193],
        [ 187.8662],
        [ 199.6460],
        [ 186.0352],
        [ 198.2422],
        [ 184.5703],
        [ 197.8149],
        [ 226.5625],
        [ 220.2148]])"
4,"tensor([1593.5214, 1609.1612, 1624.8010, 1640.4408, 1656.0806, 1671.7204,
        1687.3602, 1703.0000, 1718.6398, 1734.2796, 1749.9194, 1765.5592,
        1781.1990, 1796.8388, 1812.4786])","tensor([[  200.0427],
        [  226.4099],
        [  199.6765],
        [  309.5703],
        [  168.2739],
        [  586.6089],
        [  619.3542],
        [  784.4238],
        [  154.6326],
        [  566.6504],
        [12460.5103],
        [ 2891.7236],
        [  169.5251],
        [   52.8870],
        [  394.8975]])"
5,"tensor([2133.9429, 2155.3776, 2176.8122, 2198.2469, 2219.6816, 2241.1163,
        2262.5510, 2283.9857, 2305.4204, 2326.8551, 2348.2898, 2369.7245,
        2391.1592, 2412.5939, 2434.0286])","tensor([[160.4004],
        [190.2771],
        [195.7092],
        [188.8428],
        [202.8809],
        [200.5615],
        [203.0334],
        [198.7305],
        [281.4636],
        [247.1313],
        [384.0942],
        [325.6531],
        [449.9817],
        [988.2202],
        [908.3862]])"
6,"tensor([285.7143, 316.3265, 346.9388, 377.5510, 408.1633, 438.7755, 469.3878,
        500.0000, 530.6122, 561.2245, 591.8367, 622.4490, 653.0612, 683.6735,
        714.2857])","tensor([[ 412.7197],
        [ 132.7515],
        [ 190.5823],
        [ 189.7888],
        [ 759.1858],
        [  64.3311],
        [ 491.9434],
        [1007.0801],
        [ 821.0754],
        [  47.4854],
        [4150.4517],
        [2662.7197],
        [2193.8477],
        [  32.8369],
        [ 513.4277]])"
7,"tensor([285.7143, 316.3265, 346.9388, 377.5510, 408.1633, 438.7755, 469.3878,
        500.0000, 530.6122, 561.2245, 591.8367, 622.4490, 653.0612, 683.6735,
        714.2857])","tensor([[3222.6562],
        [ 181.6406],
        [ 195.4651],
        [ 179.4434],
        [ 205.4138],
        [ 165.6494],
        [ 228.7598],
        [ 170.0439],
        [ 235.1074],
        [ 141.1743],
        [ 218.9941],
        [ 161.9873],
        [ 279.9988],
        [ 219.0552],
        [ 247.3450]])"
8,"tensor([1157.4857, 1169.1122, 1180.7388, 1192.3653, 1203.9918, 1215.6184,
        1227.2449, 1238.8714, 1250.4980, 1262.1245, 1273.7510, 1285.3776,
        1297.0041, 1308.6306, 1320.2571])","tensor([[197.4487],
        [194.1223],
        [189.6973],
        [190.5212],
        [192.1082],
        [192.0166],
        [190.7959],
        [187.1948],
        [191.1926],
        [189.6973],
        [194.0002],
        [188.5681],
        [189.6057],
        [189.9414],
        [193.8477]])"
9,"tensor([142.8571, 158.1633, 173.4694, 188.7755, 204.0816, 219.3878, 234.6939,
        250.0000, 265.3061, 280.6122, 295.9184, 311.2245, 326.5306, 341.8367,
        357.1429])","tensor([[191.4978],
        [190.4297],
        [189.0564],
        [194.8242],
        [192.8101],
        [191.1621],
        [191.4062],
        [194.2139],
        [197.3267],
        [192.5659],
        [195.3125],
        [200.5615],
        [198.4863],
        [200.4395],
        [196.0449]])"
