,x,y
0,"tensor([24.8276, 25.7143, 26.6010, 27.4877, 28.3744, 29.2611, 30.1478, 31.0345,
        31.9212, 32.8079, 33.6946, 34.5813, 35.4680, 36.3547, 37.2414])","tensor([[1513.6719],
        [1523.4375],
        [1484.3750],
        [1528.3203],
        [1440.4297],
        [1489.2578],
        [1450.1953],
        [1494.1406],
        [1445.3125],
        [1459.9609],
        [1445.3125],
        [1440.4297],
        [1411.1328],
        [1293.9453],
        [1367.1875]])"
1,"tensor([ 4.2857,  6.1224,  7.9592,  9.7959, 11.6327, 13.4694, 15.3061, 17.1429,
        18.9796, 20.8163, 22.6531, 24.4898, 26.3265, 28.1633, 30.0000])","tensor([[1396.4844],
        [ 917.9688],
        [1484.3750],
        [ 615.2344],
        [ 932.6172],
        [ 449.2188],
        [ 649.4141],
        [ 366.2109],
        [ 493.1641],
        [ 322.2656],
        [ 400.3906],
        [ 288.0859],
        [ 327.1484],
        [ 244.1406],
        [ 283.2031]])"
2,"tensor([-57.1429, -51.0204, -44.8980, -38.7755, -32.6531, -26.5306, -20.4082,
        -14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714])","tensor([[1513.6719],
        [1523.4375],
        [1503.9062],
        [1528.3203],
        [1391.6016],
        [1455.0781],
        [1396.4844],
        [1220.7031],
        [1274.4141],
        [ 737.3047],
        [1196.2891],
        [ 195.3125],
        [ 844.7266],
        [  29.2969],
        [   9.7656]])"
3,"tensor([-4.2857e+01, -3.6735e+01, -3.0612e+01, -2.4490e+01, -1.8367e+01,
        -1.2245e+01, -6.1224e+00, -8.8818e-16,  6.1224e+00,  1.2245e+01,
         1.8367e+01,  2.4490e+01,  3.0612e+01,  3.6735e+01,  4.2857e+01])","tensor([[1518.5547],
        [1518.5547],
        [1518.5547],
        [1474.6094],
        [1523.4375],
        [1547.8516],
        [1464.8438],
        [1435.5469],
        [1411.1328],
        [1499.0234],
        [1420.8984],
        [1469.7266],
        [1333.0078],
        [1528.3203],
        [1494.1406]])"
4,"tensor([ 4.2857,  6.1224,  7.9592,  9.7959, 11.6327, 13.4694, 15.3061, 17.1429,
        18.9796, 20.8163, 22.6531, 24.4898, 26.3265, 28.1633, 30.0000])","tensor([[1538.0859],
        [1274.4141],
        [1450.1953],
        [1074.2188],
        [1357.4219],
        [ 839.8438],
        [1147.4609],
        [ 693.3594],
        [ 942.3828],
        [ 517.5781],
        [ 693.3594],
        [ 478.5156],
        [ 517.5781],
        [ 439.4531],
        [ 458.9844]])"
5,"tensor([12.8571, 14.6939, 16.5306, 18.3673, 20.2041, 22.0408, 23.8776, 25.7143,
        27.5510, 29.3878, 31.2245, 33.0612, 34.8980, 36.7347, 38.5714])","tensor([[1523.4375],
        [1435.5469],
        [1416.0156],
        [1313.4766],
        [1206.0547],
        [1123.0469],
        [ 976.5625],
        [ 883.7891],
        [ 732.4219],
        [ 781.2500],
        [ 629.8828],
        [ 678.7109],
        [ 463.8672],
        [ 566.4063],
        [ 512.6953]])"
6,"tensor([-5.3291e-15,  6.1224e+00,  1.2245e+01,  1.8367e+01,  2.4490e+01,
         3.0612e+01,  3.6735e+01,  4.2857e+01,  4.8980e+01,  5.5102e+01,
         6.1224e+01,  6.7347e+01,  7.3469e+01,  7.9592e+01,  8.5714e+01])","tensor([[1503.9062],
        [1333.0078],
        [1469.7266],
        [ 883.7891],
        [1386.7188],
        [ 112.3047],
        [1108.3984],
        [  24.4141],
        [ 424.8047],
        [   4.8828],
        [ 175.7813],
        [   0.0000],
        [  14.6484],
        [   4.8828],
        [   9.7656]])"
7,"tensor([ 14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429,  63.2653,  69.3878,  75.5102,  81.6327,  87.7551,  93.8776,
        100.0000])","tensor([[1528.3203],
        [1508.7891],
        [1528.3203],
        [1523.4375],
        [1440.4297],
        [1499.0234],
        [1489.2578],
        [1538.0859],
        [1533.2031],
        [1484.3750],
        [1557.6172],
        [1440.4297],
        [1528.3203],
        [1499.0234],
        [1567.3828]])"
8,"tensor([17.1429, 18.9796, 20.8163, 22.6531, 24.4898, 26.3265, 28.1633, 30.0000,
        31.8367, 33.6735, 35.5102, 37.3469, 39.1837, 41.0204, 42.8571])","tensor([[1469.7266],
        [1518.5547],
        [1342.7734],
        [1381.8359],
        [1054.6875],
        [1142.5781],
        [ 781.2500],
        [ 815.4297],
        [ 654.2969],
        [ 546.8750],
        [ 541.9922],
        [ 317.3828],
        [ 429.6875],
        [ 205.0781],
        [ 297.8516]])"
9,"tensor([21.4286, 23.2653, 25.1020, 26.9388, 28.7755, 30.6122, 32.4490, 34.2857,
        36.1224, 37.9592, 39.7959, 41.6327, 43.4694, 45.3061, 47.1429])","tensor([[1538.0859],
        [  63.4766],
        [ 805.6641],
        [   4.8828],
        [  14.6484],
        [   4.8828],
        [   4.8828],
        [   0.0000],
        [   9.7656],
        [   9.7656],
        [   0.0000],
        [   0.0000],
        [   9.7656],
        [   9.7656],
        [   9.7656]])"
