,x,y
0,"tensor([-44.8276, -41.8719, -38.9163, -35.9606, -33.0049, -30.0493, -27.0936,
        -24.1379, -21.1823, -18.2266, -15.2709, -12.3153,  -9.3596,  -6.4039,
         -3.4483])","tensor([[1844.9707],
        [1965.8203],
        [1664.7034],
        [2099.7620],
        [1326.3245],
        [2296.1426],
        [ 970.8252],
        [2360.5957],
        [ 609.2834],
        [2404.9072],
        [ 316.2231],
        [2374.6948],
        [ 128.9063],
        [2368.6523],
        [  48.3398]])"
1,"tensor([-28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429])","tensor([[1968.8416],
        [1519.6838],
        [1729.1565],
        [ 356.5063],
        [ 408.8745],
        [  32.2266],
        [  42.2974],
        [   0.0000],
        [   0.0000],
        [  -8.0566],
        [   8.0566],
        [   0.0000],
        [   6.0425],
        [   0.0000],
        [   3.0212]])"
2,"tensor([-28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429])","tensor([[1953.7354],
        [1969.8486],
        [1721.0999],
        [2054.4434],
        [1290.0696],
        [2109.8328],
        [ 660.6445],
        [2075.5920],
        [ 255.7983],
        [2151.1230],
        [ 116.8213],
        [1985.9619],
        [1667.7246],
        [ 909.3933],
        [ 219.5435]])"
3,"tensor([-4.2857e+01, -3.6735e+01, -3.0612e+01, -2.4490e+01, -1.8367e+01,
        -1.2245e+01, -6.1224e+00, -8.8818e-16,  6.1224e+00,  1.2245e+01,
         1.8367e+01,  2.4490e+01,  3.0612e+01,  3.6735e+01,  4.2857e+01])","tensor([[976.8677],
        [  0.0000],
        [ 32.2266],
        [-11.0779],
        [  5.0354],
        [  3.0212],
        [ 16.1133],
        [ 12.0850],
        [ -6.0425],
        [-13.0920],
        [-11.0779],
        [  0.0000],
        [ -4.0283],
        [  6.0425],
        [ -2.0142]])"
4,"tensor([-0.8571, -0.6735, -0.4898, -0.3061, -0.1224,  0.0612,  0.2449,  0.4286,
         0.6122,  0.7959,  0.9796,  1.1633,  1.3469,  1.5306,  1.7143])","tensor([[1918.4875],
        [1542.8467],
        [2020.2026],
        [ 866.0889],
        [2207.5195],
        [ 358.5205],
        [2396.8506],
        [ 165.1611],
        [2437.1338],
        [  62.4390],
        [2458.2825],
        [  15.1062],
        [  28.1982],
        [  -5.0354],
        [   6.0425]])"
5,"tensor([-0.8571, -0.6735, -0.4898, -0.3061, -0.1224,  0.0612,  0.2449,  0.4286,
         0.6122,  0.7959,  0.9796,  1.1633,  1.3469,  1.5306,  1.7143])","tensor([[1979.9194],
        [1893.3105],
        [1655.6396],
        [ 452.1790],
        [ 381.6833],
        [  91.6443],
        [  30.2124],
        [   0.0000],
        [  16.1133],
        [  24.1699],
        [   0.0000],
        [   0.0000],
        [   0.0000],
        [ -10.0708],
        [   0.0000]])"
6,"tensor([-57.1429, -51.0204, -44.8980, -38.7755, -32.6531, -26.5306, -20.4082,
        -14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714])","tensor([[2022.2168],
        [2170.2576],
        [1084.6252],
        [2062.5000],
        [  88.6230],
        [ 764.3738],
        [  12.0850],
        [   7.0496],
        [   0.0000],
        [  16.1133],
        [  16.1133],
        [  10.0708],
        [  16.1133],
        [   8.0566],
        [   0.0000]])"
7,"tensor([-71.4286, -65.3061, -59.1837, -53.0612, -46.9388, -40.8163, -34.6939,
        -28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857])","tensor([[1970.8557],
        [1965.8203],
        [ 467.2852],
        [ 246.7346],
        [  31.2195],
        [  12.0850],
        [   0.0000],
        [ -11.0779],
        [ -11.0779],
        [   0.0000],
        [   0.0000],
        [  -5.0354],
        [  25.1770],
        [  -4.0283],
        [  11.0779]])"
8,"tensor([-28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429])","tensor([[1967.8345],
        [1927.5513],
        [1869.1406],
        [1920.5017],
        [1917.4805],
        [1949.7070],
        [1889.2822],
        [1905.3955],
        [1934.6008],
        [1953.7354],
        [1885.2539],
        [1937.6221],
        [1961.7920],
        [1981.9336],
        [1912.4451]])"
9,"tensor([-4.2857e+01, -3.6735e+01, -3.0612e+01, -2.4490e+01, -1.8367e+01,
        -1.2245e+01, -6.1224e+00, -8.8818e-16,  6.1224e+00,  1.2245e+01,
         1.8367e+01,  2.4490e+01,  3.0612e+01,  3.6735e+01,  4.2857e+01])","tensor([[ 1.8258e+03],
        [ 1.0141e+03],
        [ 2.0021e+03],
        [ 1.3394e+02],
        [ 1.6677e+03],
        [ 2.1149e+01],
        [ 5.6799e+02],
        [ 1.4099e+01],
        [ 1.3293e+02],
        [ 1.4099e+01],
        [ 1.6113e+01],
        [-1.0071e+00],
        [ 7.0496e+00],
        [ 1.6113e+01],
        [ 1.3092e+01]])"
