,x,y
0,"tensor([20.9721, 21.0338, 21.0956, 21.1574, 21.2192, 21.2809, 21.3427, 21.4045,
        21.4663, 21.5280, 21.5898, 21.6516, 21.7133, 21.7751, 21.8369])","tensor([[1376.9531],
        [1396.4844],
        [1367.1875],
        [1303.7109],
        [1284.1797],
        [1450.1953],
        [1494.1406],
        [1337.8906],
        [1220.7031],
        [1425.7812],
        [1254.8828],
        [1420.8984],
        [1469.7266],
        [1279.2969],
        [1499.0234]])"
1,"tensor([16.7500, 16.8571, 16.9643, 17.0714, 17.1786, 17.2857, 17.3929, 17.5000,
        17.6071, 17.7143, 17.8214, 17.9286, 18.0357, 18.1429, 18.2500])","tensor([[1464.8438],
        [1474.6094],
        [1420.8984],
        [1459.9609],
        [1513.6719],
        [1367.1875],
        [1210.9375],
        [1430.6641],
        [1279.2969],
        [1230.4688],
        [1206.0547],
        [1386.7188],
        [1484.3750],
        [1440.4297],
        [1337.8906]])"
2,"tensor([-48.5150, -42.3925, -36.2701, -30.1476, -24.0252, -17.9027, -11.7803,
         -5.6578,   0.4646,   6.5871,  12.7095,  18.8320,  24.9544,  31.0769,
         37.1993])","tensor([[1401.3672],
        [1201.1719],
        [1469.7266],
        [1489.2578],
        [1357.4219],
        [1347.6563],
        [1347.6563],
        [1337.8906],
        [1250.0000],
        [1279.2969],
        [1333.0078],
        [ 966.7969],
        [1181.6406],
        [1035.1562],
        [1123.0469]])"
3,"tensor([-53.5144, -47.3920, -41.2696, -35.1471, -29.0247, -22.9022, -16.7798,
        -10.6573,  -4.5349,   1.5876,   7.7100,  13.8325,  19.9549,  26.0774,
         32.1998])","tensor([[1450.1953],
        [1220.7031],
        [1440.4297],
        [1450.1953],
        [1420.8984],
        [1259.7656],
        [1381.8359],
        [1259.7656],
        [1157.2266],
        [1264.6484],
        [1328.1250],
        [1162.1094],
        [1245.1172],
        [1166.9922],
        [1108.3984]])"
4,"tensor([17.0000, 17.1071, 17.2143, 17.3214, 17.4286, 17.5357, 17.6429, 17.7500,
        17.8571, 17.9643, 18.0714, 18.1786, 18.2857, 18.3929, 18.5000])","tensor([[1411.1328],
        [1484.3750],
        [1166.9922],
        [1357.4219],
        [1503.9062],
        [1411.1328],
        [1474.6094],
        [1357.4219],
        [1406.2500],
        [1157.2266],
        [1508.7891],
        [1386.7188],
        [1435.5469],
        [1352.5391],
        [1245.1172]])"
5,"tensor([19.7057, 19.8337, 19.9616, 20.0896, 20.2176, 20.3455, 20.4735, 20.6014,
        20.7294, 20.8573, 20.9853, 21.1133, 21.2412, 21.3692, 21.4971])","tensor([[1464.8438],
        [1499.0234],
        [1357.4219],
        [1367.1875],
        [1513.6719],
        [1401.3672],
        [1538.0859],
        [1533.2031],
        [1445.3125],
        [1523.4375],
        [1440.4297],
        [1303.7109],
        [1347.6563],
        [1430.6641],
        [1533.2031]])"
6,"tensor([-29.7845, -23.6620, -17.5396, -11.4171,  -5.2947,   0.8278,   6.9502,
         13.0727,  19.1951,  25.3176,  31.4400,  37.5625,  43.6849,  49.8074,
         55.9298])","tensor([[1293.9453],
        [1396.4844],
        [1538.0859],
        [1552.7344],
        [1264.6484],
        [1459.9609],
        [1538.0859],
        [1357.4219],
        [1386.7188],
        [1376.9531],
        [1264.6484],
        [1528.3203],
        [1528.3203],
        [1342.7734],
        [1347.6563]])"
7,"tensor([ 9.0647, 15.1872, 21.3096, 27.4321, 33.5545, 39.6770, 45.7994, 51.9219,
        58.0443, 64.1668, 70.2892, 76.4117, 82.5341, 88.6566, 94.7790])","tensor([[1396.4844],
        [1250.0000],
        [1494.1406],
        [1484.3750],
        [1230.4688],
        [1406.2500],
        [1342.7734],
        [1254.8828],
        [1406.2500],
        [1416.0156],
        [1411.1328],
        [1391.6016],
        [1503.9062],
        [1269.5312],
        [1093.7500]])"
8,"tensor([1.1486, 1.1559, 1.1633, 1.1706, 1.1780, 1.1853, 1.1927, 1.2000, 1.2073,
        1.2147, 1.2220, 1.2294, 1.2367, 1.2441, 1.2514])","tensor([[1450.1953],
        [1342.7734],
        [1293.9453],
        [1513.6719],
        [1357.4219],
        [1406.2500],
        [1494.1406],
        [1323.2422],
        [1533.2031],
        [1503.9062],
        [1450.1953],
        [1484.3750],
        [1376.9531],
        [1235.3516],
        [1513.6719]])"
9,"tensor([18.8557, 18.9763, 19.0969, 19.2176, 19.3382, 19.4588, 19.5794, 19.7000,
        19.8206, 19.9412, 20.0618, 20.1824, 20.3031, 20.4237, 20.5443])","tensor([[1191.4063],
        [1557.6172],
        [1259.7656],
        [1411.1328],
        [1455.0781],
        [1367.1875],
        [1269.5312],
        [1538.0859],
        [1523.4375],
        [1508.7891],
        [1250.0000],
        [1440.4297],
        [1127.9297],
        [1474.6094],
        [1411.1328]])"
