,x,y
0,"tensor([ 827.5862,  839.9015,  852.2167,  864.5320,  876.8473,  889.1626,
         901.4778,  913.7931,  926.1084,  938.4236,  950.7389,  963.0542,
         975.3695,  987.6847, 1000.0000])","tensor([[7563476.5625],
        [7501220.7031],
        [7542114.2578],
        [7438964.8437],
        [7513427.7344],
        [7203369.1406],
        [7308349.6094],
        [7072753.9062],
        [7073974.6094],
        [7043151.8555],
        [6749877.9297],
        [6587219.2383],
        [6378173.8281],
        [5411682.1289],
        [5571594.2383]])"
1,"tensor([ 785.7143,  801.0204,  816.3265,  831.6327,  846.9388,  862.2449,
         877.5510,  892.8571,  908.1633,  923.4694,  938.7755,  954.0816,
         969.3878,  984.6939, 1000.0000])","tensor([[7601318.3594],
        [6474609.3750],
        [6483154.2969],
        [6605224.6094],
        [6750488.2812],
        [6749877.9297],
        [6936035.1562],
        [6973876.9531],
        [7137145.9961],
        [7176513.6719],
        [7257080.0781],
        [7324523.9258],
        [7406921.3867],
        [7443847.6562],
        [7497558.5937]])"
2,"tensor([142.8571, 173.4694, 204.0816, 234.6939, 265.3061, 295.9184, 326.5306,
        357.1429, 387.7551, 418.3673, 448.9796, 479.5918, 510.2041, 540.8163,
        571.4286])","tensor([[7561035.1562],
        [7565917.9687],
        [7560119.6289],
        [7555236.8164],
        [7528076.1719],
        [7547607.4219],
        [7508239.7461],
        [7524414.0625],
        [7491760.2539],
        [7477722.1680],
        [7407531.7383],
        [7427978.5156],
        [7379455.5664],
        [6764831.5430],
        [7014465.3320]])"
3,"tensor([281.2000, 282.3893, 283.5786, 284.7679, 285.9571, 287.1464, 288.3357,
        289.5250, 290.7143, 291.9036, 293.0929, 294.2821, 295.4714, 296.6607,
        297.8500])","tensor([[7559204.1016],
        [7331542.9688],
        [7310180.6641],
        [7304687.5000],
        [7351379.3945],
        [7396850.5859],
        [7422485.3516],
        [7469177.2461],
        [7456054.6875],
        [7528076.1719],
        [7506103.5156],
        [7549438.4766],
        [7546691.8945],
        [7552795.4102],
        [7569580.0781]])"
4,"tensor([1630.0143, 1645.6541, 1661.2939, 1676.9337, 1692.5735, 1708.2133,
        1723.8531, 1739.4929, 1755.1327, 1770.7724, 1786.4122, 1802.0520,
        1817.6918, 1833.3316, 1848.9714])","tensor([[7545471.1914],
        [6997070.3125],
        [7140502.9297],
        [6443481.4453],
        [5679321.2891],
        [4925842.2852],
        [4891967.7734],
        [5937500.0000],
        [3043823.2422],
        [3177185.0586],
        [2613220.2148],
        [2602539.0625],
        [ 858367.9199],
        [ 513732.9102],
        [1218170.1660]])"
5,"tensor([2283.9857, 2305.4204, 2326.8551, 2348.2898, 2369.7245, 2391.1592,
        2412.5939, 2434.0286, 2455.4633, 2476.8980, 2498.3327, 2519.7673,
        2541.2020, 2562.6367, 2584.0714])","tensor([[5443115.2344],
        [7543029.7852],
        [7573242.1875],
        [7507324.2188],
        [7517089.8437],
        [7403259.2773],
        [7507324.2188],
        [7297363.2812],
        [7394104.0039],
        [7065429.6875],
        [7083129.8828],
        [6947631.8359],
        [7167663.5742],
        [7291259.7656],
        [7326660.1562]])"
6,"tensor([  0.0000,  15.3061,  30.6122,  45.9184,  61.2245,  76.5306,  91.8367,
        107.1429, 122.4490, 137.7551, 153.0612, 168.3673, 183.6735, 198.9796,
        214.2857])","tensor([[7467956.5430],
        [7557067.8711],
        [7562866.2109],
        [7536621.0938],
        [7547607.4219],
        [7506103.5156],
        [7529907.2266],
        [7473449.7070],
        [7485351.5625],
        [7412109.3750],
        [7403259.2773],
        [7382202.1484],
        [7378845.2148],
        [7387695.3125],
        [7388916.0156]])"
7,"tensor([ 785.7143,  801.0204,  816.3265,  831.6327,  846.9388,  862.2449,
         877.5510,  892.8571,  908.1633,  923.4694,  938.7755,  954.0816,
         969.3878,  984.6939, 1000.0000])","tensor([[7551269.5312],
        [7448730.4687],
        [7364807.1289],
        [7458801.2695],
        [7458801.2695],
        [7503967.2852],
        [7510070.8008],
        [7532348.6328],
        [7539062.5000],
        [7541198.7305],
        [7549438.4766],
        [7550659.1797],
        [7558593.7500],
        [7558593.7500],
        [7554016.1133]])"
8,"tensor([1103.2286, 1114.8551, 1126.4816, 1138.1082, 1149.7347, 1161.3612,
        1172.9878, 1184.6143, 1196.2408, 1207.8673, 1219.4939, 1231.1204,
        1242.7469, 1254.3735, 1266.0000])","tensor([[7571411.1328],
        [7545471.1914],
        [7586364.7461],
        [7548828.1250],
        [7584533.6914],
        [7527465.8203],
        [7592163.0859],
        [7543945.3125],
        [7591552.7344],
        [7526855.4688],
        [7609252.9297],
        [7553100.5859],
        [7602539.0625],
        [7498779.2969],
        [7551879.8828]])"
9,"tensor([392.8571, 400.5102, 408.1633, 415.8163, 423.4694, 431.1224, 438.7755,
        446.4286, 454.0816, 461.7347, 469.3878, 477.0408, 484.6939, 492.3469,
        500.0000])","tensor([[7600097.6562],
        [7297058.1055],
        [7251892.0898],
        [7277221.6797],
        [7325744.6289],
        [7349853.5156],
        [7389221.1914],
        [7397766.1133],
        [7430419.9219],
        [7456054.6875],
        [7464904.7852],
        [7492980.9570],
        [7503662.1094],
        [7526245.1172],
        [7526550.2930]])"
