,x,y
0,"tensor([586.2069, 600.9852, 615.7635, 630.5419, 645.3202, 660.0985, 674.8768,
        689.6552, 704.4335, 719.2118, 733.9901, 748.7685, 763.5468, 778.3251,
        793.1034])","tensor([[7776794.4336],
        [7802429.1992],
        [7615966.7969],
        [7777709.9609],
        [6871337.8906],
        [7680053.7109],
        [6765136.7188],
        [7035217.2852],
        [4834594.7266],
        [7276000.9766],
        [5623168.9453],
        [4948730.4688],
        [3670043.9453],
        [ 399414.0625],
        [ 554565.4297]])"
1,"tensor([ 714.2857,  734.6939,  755.1020,  775.5102,  795.9184,  816.3265,
         836.7347,  857.1429,  877.5510,  897.9592,  918.3673,  938.7755,
         959.1837,  979.5918, 1000.0000])","tensor([[4401123.0469],
        [7833862.3047],
        [7796020.5078],
        [7801208.4961],
        [7774047.8516],
        [7169799.8047],
        [6810607.9102],
        [6985168.4570],
        [6995239.2578],
        [7214965.8203],
        [7285461.4258],
        [7459411.6211],
        [7523803.7109],
        [7593994.1406],
        [7680053.7109]])"
2,"tensor([357.1429, 387.7551, 418.3673, 448.9796, 479.5918, 510.2041, 540.8163,
        571.4286, 602.0408, 632.6531, 663.2653, 693.8776, 724.4898, 755.1020,
        785.7143])","tensor([[7814331.0547],
        [7801513.6719],
        [7807617.1875],
        [7751159.6680],
        [7777099.6094],
        [7692871.0937],
        [7695007.3242],
        [7630004.8828],
        [7615051.2695],
        [7472534.1797],
        [7442932.1289],
        [7305603.0273],
        [7202148.4375],
        [7129516.6016],
        [6982421.8750]])"
3,"tensor([275.6500, 277.2357, 278.8214, 280.4071, 281.9929, 283.5786, 285.1643,
        286.7500, 288.3357, 289.9214, 291.5071, 293.0929, 294.6786, 296.2643,
        297.8500])","tensor([[7655334.4727],
        [7808837.8906],
        [7810363.7695],
        [7795410.1562],
        [7795715.3320],
        [7615966.7969],
        [7572631.8359],
        [7604980.4687],
        [7648315.4297],
        [7658691.4062],
        [7709960.9375],
        [7705383.3008],
        [7760009.7656],
        [7756042.4805],
        [7788696.2891]])"
4,"tensor([1666.5071, 1682.1469, 1697.7867, 1713.4265, 1729.0663, 1744.7061,
        1760.3459, 1775.9857, 1791.6255, 1807.2653, 1822.9051, 1838.5449,
        1854.1847, 1869.8245, 1885.4643])","tensor([[7711181.6406],
        [7332153.3203],
        [7729492.1875],
        [7290649.4141],
        [5706787.1094],
        [6044311.5234],
        [3620605.4688],
        [6204223.6328],
        [3272094.7266],
        [4475097.6562],
        [2091064.4531],
        [5631713.8672],
        [1857910.1562],
        [ 672027.5879],
        [ 687622.0703]])"
5,"tensor([2334.0000, 2355.4347, 2376.8694, 2398.3041, 2419.7388, 2441.1735,
        2462.6082, 2484.0429, 2505.4776, 2526.9122, 2548.3469, 2569.7816,
        2591.2163, 2612.6510, 2634.0857])","tensor([[4842803.9551],
        [7832031.2500],
        [7789916.9922],
        [7827758.7891],
        [7766113.2812],
        [7784729.0039],
        [7715759.2773],
        [7822265.6250],
        [7612304.6875],
        [7613220.2148],
        [7601623.5352],
        [7571105.9570],
        [7358703.6133],
        [7214965.8203],
        [7341613.7695]])"
6,"tensor([  0.0000,  20.4082,  40.8163,  61.2245,  81.6327, 102.0408, 122.4490,
        142.8571, 163.2653, 183.6735, 204.0816, 224.4898, 244.8980, 265.3061,
        285.7143])","tensor([[7533569.3359],
        [7786865.2344],
        [7800292.9688],
        [7760009.7656],
        [7769165.0391],
        [7767028.8086],
        [7784423.8281],
        [7704162.5977],
        [7673645.0195],
        [7524719.2383],
        [7288818.3594],
        [6868896.4844],
        [6220703.1250],
        [5423583.9844],
        [4107360.8398]])"
7,"tensor([500.0000, 530.6122, 561.2245, 591.8367, 622.4490, 653.0612, 683.6735,
        714.2857, 744.8980, 775.5102, 806.1224, 836.7347, 867.3469, 897.9592,
        928.5714])","tensor([[7757263.1836],
        [7807006.8359],
        [7788085.9375],
        [7810363.7695],
        [7793884.2773],
        [7788085.9375],
        [7742614.7461],
        [7763671.8750],
        [7688293.4570],
        [7725524.9023],
        [7649536.1328],
        [7690429.6875],
        [7578125.0000],
        [7636718.7500],
        [7531433.1055]])"
8,"tensor([1076.1000, 1081.9133, 1087.7265, 1093.5398, 1099.3531, 1105.1663,
        1110.9796, 1116.7929, 1122.6061, 1128.4194, 1134.2327, 1140.0459,
        1145.8592, 1151.6724, 1157.4857])","tensor([[7796020.5078],
        [7795104.9805],
        [7788085.9375],
        [7783203.1250],
        [7781372.0703],
        [7770690.9180],
        [7765502.9297],
        [7753295.8984],
        [7755126.9531],
        [7746276.8555],
        [7738037.1094],
        [7733764.6484],
        [7719726.5625],
        [7719726.5625],
        [7706604.0039]])"
9,"tensor([392.8571, 400.5102, 408.1633, 415.8163, 423.4694, 431.1224, 438.7755,
        446.4286, 454.0816, 461.7347, 469.3878, 477.0408, 484.6939, 492.3469,
        500.0000])","tensor([[7797546.3867],
        [7619628.9062],
        [7448730.4688],
        [7493591.3086],
        [7512817.3828],
        [7552795.4102],
        [7585449.2188],
        [7626953.1250],
        [7645263.6719],
        [7674560.5469],
        [7696533.2031],
        [7721557.6172],
        [7734375.0000],
        [7759399.4141],
        [7784118.6523]])"
10,"tensor([2719.2500, 2734.8929, 2750.5357, 2766.1786, 2781.8214, 2797.4643,
        2813.1071, 2828.7500, 2844.3929, 2860.0357, 2875.6786, 2891.3214,
        2906.9643, 2922.6071, 2938.2500])","tensor([[7804260.2539],
        [7805175.7812],
        [7802734.3750],
        [7807617.1875],
        [7799682.6172],
        [7805480.9570],
        [7803649.9023],
        [7806091.3086],
        [7805786.1328],
        [7800598.1445],
        [7806091.3086],
        [7778320.3125],
        [7783813.4766],
        [7788085.9375],
        [7805175.7812]])"
11,"tensor([357.1429, 387.7551, 418.3673, 448.9796, 479.5918, 510.2041, 540.8163,
        571.4286, 602.0408, 632.6531, 663.2653, 693.8776, 724.4898, 755.1020,
        785.7143])","tensor([[7806091.3086],
        [7807617.1875],
        [7804260.2539],
        [7807312.0117],
        [7807617.1875],
        [7802734.3750],
        [7809448.2422],
        [7799072.2656],
        [7809448.2422],
        [7799682.6172],
        [7811889.6484],
        [7803955.0781],
        [7807617.1875],
        [7809143.0664],
        [7812194.8242]])"
