,x,y
0,"tensor([28.2779, 28.3167, 28.3554, 28.3941, 28.4328, 28.4715, 28.5102, 28.5490,
        28.5877, 28.6264, 28.6651, 28.7038, 28.7426, 28.7813, 28.8200])","tensor([[197.9675],
        [198.4253],
        [198.9136],
        [200.2563],
        [200.2563],
        [197.9980],
        [199.3408],
        [200.7141],
        [201.5381],
        [200.2563],
        [198.0286],
        [200.9888],
        [200.2869],
        [200.3174],
        [198.8525]])"
1,"tensor([18.0143, 18.1331, 18.2518, 18.3706, 18.4894, 18.6082, 18.7269, 18.8457,
        18.9645, 19.0833, 19.2020, 19.3208, 19.4396, 19.5584, 19.6771])","tensor([[198.2422],
        [199.1272],
        [198.3337],
        [200.7446],
        [192.0776],
        [200.7141],
        [182.1594],
        [199.5239],
        [160.1562],
        [197.7539],
        [143.4631],
        [197.5098],
        [125.4883],
        [195.1599],
        [188.4766]])"
2,"tensor([-8.5714e+01, -7.9592e+01, -7.3469e+01, -6.7347e+01, -6.1224e+01,
        -5.5102e+01, -4.8980e+01, -4.2857e+01, -3.6735e+01, -3.0612e+01,
        -2.4490e+01, -1.8367e+01, -1.2245e+01, -6.1224e+00, -5.3291e-15])","tensor([[192.9626],
        [189.4531],
        [191.6504],
        [185.1807],
        [199.0356],
        [156.4941],
        [196.2891],
        [109.8633],
        [188.9648],
        [ 71.1060],
        [171.1121],
        [ 36.6211],
        [138.0005],
        [ 54.1992],
        [ 95.8557]])"
3,"tensor([-57.1429, -51.0204, -44.8980, -38.7755, -32.6531, -26.5306, -20.4082,
        -14.2857,  -8.1633,  -2.0408,   4.0816,  10.2041,  16.3265,  22.4490,
         28.5714])","tensor([[199.5239],
        [198.6389],
        [199.3408],
        [200.1953],
        [197.6624],
        [199.2188],
        [197.0215],
        [196.2891],
        [191.8945],
        [193.1152],
        [195.0684],
        [194.1528],
        [194.1833],
        [193.8171],
        [193.1763]])"
4,"tensor([17.1000, 17.2047, 17.3094, 17.4141, 17.5188, 17.6235, 17.7282, 17.8329,
        17.9376, 18.0422, 18.1469, 18.2516, 18.3563, 18.4610, 18.5657])","tensor([[198.3948],
        [200.6836],
        [197.5403],
        [198.6084],
        [193.1152],
        [199.9512],
        [181.5796],
        [198.8525],
        [166.1377],
        [198.8525],
        [146.6370],
        [200.0122],
        [125.4578],
        [ 95.5811],
        [108.7341]])"
5,"tensor([25.2657, 25.3389, 25.4120, 25.4852, 25.5584, 25.6315, 25.7047, 25.7779,
        25.8510, 25.9242, 25.9973, 26.0705, 26.1437, 26.2168, 26.2900])","tensor([[194.5801],
        [195.0073],
        [195.1904],
        [197.0825],
        [197.7844],
        [197.2961],
        [198.4863],
        [199.6765],
        [198.6084],
        [195.9839],
        [199.4629],
        [198.7610],
        [197.2656],
        [199.4629],
        [200.9277]])"
6,"tensor([-71.4286, -65.3061, -59.1837, -53.0612, -46.9388, -40.8163, -34.6939,
        -28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857])","tensor([[197.5708],
        [198.5168],
        [190.0024],
        [198.1201],
        [159.6680],
        [198.8525],
        [115.9058],
        [195.5566],
        [ 80.8105],
        [185.8521],
        [ 55.3589],
        [172.4243],
        [ 37.8418],
        [152.3132],
        [ 24.9023]])"
7,"tensor([-28.5714, -22.4490, -16.3265, -10.2041,  -4.0816,   2.0408,   8.1633,
         14.2857,  20.4082,  26.5306,  32.6531,  38.7755,  44.8980,  51.0204,
         57.1429])","tensor([[199.0356],
        [199.1577],
        [199.1577],
        [198.9136],
        [200.6836],
        [201.9043],
        [200.5615],
        [196.8384],
        [198.2422],
        [194.6716],
        [194.8242],
        [194.8242],
        [198.2422],
        [199.2188],
        [200.9277]])"
8,"tensor([8.8800, 8.9057, 8.9314, 8.9571, 8.9829, 9.0086, 9.0343, 9.0600, 9.0857,
        9.1114, 9.1371, 9.1629, 9.1886, 9.2143, 9.2400])","tensor([[199.7681],
        [195.4346],
        [191.8945],
        [190.9790],
        [193.6646],
        [194.5496],
        [198.2422],
        [197.1741],
        [196.5332],
        [196.2891],
        [196.4111],
        [196.7773],
        [200.0122],
        [197.9065],
        [196.1365]])"
9,"tensor([23.1429, 23.2577, 23.3724, 23.4872, 23.6020, 23.7168, 23.8316, 23.9464,
        24.0612, 24.1760, 24.2908, 24.4056, 24.5204, 24.6352, 24.7500])","tensor([[194.8853],
        [196.2891],
        [196.8994],
        [197.9065],
        [198.5168],
        [197.7844],
        [200.3174],
        [194.0918],
        [197.0215],
        [192.8711],
        [198.6694],
        [192.6575],
        [194.0308],
        [194.8242],
        [196.4111]])"
10,"tensor([-0.8571, -0.6735, -0.4898, -0.3061, -0.1224,  0.0612,  0.2449,  0.4286,
         0.6122,  0.7959,  0.9796,  1.1633,  1.3469,  1.5306,  1.7143])","tensor([[195.3125],
        [196.7773],
        [198.0591],
        [195.0684],
        [198.7305],
        [191.5283],
        [194.2139],
        [174.4995],
        [186.7981],
        [151.8555],
        [173.2788],
        [122.9248],
        [165.3442],
        [158.5083],
        [171.3867]])"
11,"tensor([22.4114, 22.4763, 22.5412, 22.6061, 22.6710, 22.7359, 22.8008, 22.8657,
        22.9306, 22.9955, 23.0604, 23.1253, 23.1902, 23.2551, 23.3200])","tensor([[189.1174],
        [120.5139],
        [128.4180],
        [134.5520],
        [140.3503],
        [147.3389],
        [154.1443],
        [162.6282],
        [169.9219],
        [176.0254],
        [180.4504],
        [185.0891],
        [190.2161],
        [193.6951],
        [194.7021]])"
12,"tensor([-1.7143, -1.5306, -1.3469, -1.1633, -0.9796, -0.7959, -0.6122, -0.4286,
        -0.2449, -0.0612,  0.1224,  0.3061,  0.4898,  0.6735,  0.8571])","tensor([[195.3735],
        [199.1882],
        [194.1528],
        [199.4629],
        [188.1104],
        [196.7163],
        [176.0864],
        [198.6084],
        [156.5552],
        [194.5190],
        [134.6741],
        [193.2373],
        [114.3188],
        [188.4766],
        [184.6313]])"
13,"tensor([13.0029, 13.0405, 13.0782, 13.1158, 13.1535, 13.1911, 13.2288, 13.2664,
        13.3041, 13.3417, 13.3794, 13.4170, 13.4547, 13.4923, 13.5300])","tensor([[193.7256],
        [196.9604],
        [195.8008],
        [196.2280],
        [196.5637],
        [195.6787],
        [192.8101],
        [199.9207],
        [195.0378],
        [196.1975],
        [197.5403],
        [197.1130],
        [198.2422],
        [199.1577],
        [196.5332]])"
